"COD_ESPEC","NM_ESPEC_MED","NM_PRODUTO","COD_APRES_PRD","NM_APRES_PRD","QTDE_DOSE"
58,MASTOLOGIA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
56,NEUMOLOGIA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
42,DERMATOLOGIA PEDIATRICA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
37,PEDIATRIA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
11,CLINICA MEDICA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
11,CLINICA MEDICA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
11,CLINICA MEDICA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
6,NEFROLOGIA PEDIATRICA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
5,CARDIOLOGIA PEDIATRICA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
4,ENDOCRINOLOGIA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
2,HEMATOLOGIA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
1,REUMATOLOGIA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
177,PSIQUIATRIA INFANTIL,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,1
170,ESTUDIOS HEMODINAMIA ,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,2
170,ESTUDIOS HEMODINAMIA ,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,2
23,URGENCIAS CLINICA MEDICA,DOMPERIDONA 10 MG/ML SOLUCION O SUSPENSION ORAL ,8,FRASCO GOTERO,3
101,MEDICINA FAMILIAR,"ERGONOVINA/METILERGONOVINA 0,125-0,2 MG.COMRIMIDOP",3,COMPRIMIDO,20
52,SALUD REPRODUCTIVA,"ERGONOVINA/METILERGONOVINA 0,125-0,2 MG.COMRIMIDOP",3,COMPRIMIDO,1
34,GINECOLOGIA,"ERGONOVINA/METILERGONOVINA 0,125-0,2 MG.COMRIMIDOP",3,COMPRIMIDO,20
33,GINECO-OBSTETRICIA,"ERGONOVINA/METILERGONOVINA 0,125-0,2 MG.COMRIMIDOP",3,COMPRIMIDO,1
31,OBSTETRICIA,"ERGONOVINA/METILERGONOVINA 0,125-0,2 MG.COMRIMIDOP",3,COMPRIMIDO,20
98,PLANIFICACION FAMILIAR,"ERGONOVINA/METILERGONOVINA 0,125-0,2 MG.COMRIMIDOP",3,COMPRIMIDO,20
34,GINECOLOGIA,"ERGONOVINA MALEATO 0,2 MG/ML",2,AMPOLLA,1
33,GINECO-OBSTETRICIA,"ERGONOVINA MALEATO 0,2 MG/ML",2,AMPOLLA,1
31,OBSTETRICIA,"ERGONOVINA MALEATO 0,2 MG/ML",2,AMPOLLA,1
204,UNIDAD DE OBSTETRICIA,OXITOCINA 5 UI/ ML,2,AMPOLLA,8
34,GINECOLOGIA,OXITOCINA 5 UI/ ML,2,AMPOLLA,1
33,GINECO-OBSTETRICIA,OXITOCINA 5 UI/ ML,2,AMPOLLA,1
31,OBSTETRICIA,OXITOCINA 5 UI/ ML,2,AMPOLLA,1
101,MEDICINA FAMILIAR,B-SITOSTEROL 10 MG COMPRIMIDO,3,COMPRIMIDO,20
69,UNIDAD DE TRANSPLANTE,B-SITOSTEROL 10 MG COMPRIMIDO,3,COMPRIMIDO,20
29,PROCTOLOGIA,B-SITOSTEROL 10 MG COMPRIMIDO,3,COMPRIMIDO,20
11,CLINICA MEDICA,B-SITOSTEROL 10 MG COMPRIMIDO,3,COMPRIMIDO,20
50,NEFROLOGIA,HEPARINA SODICA 5000 UI/ML. ,2,FRASCO AMPOLLA,1
21,UROLOGIA,HEPARINA SODICA 5000 UI/ML. ,2,FRASCO AMPOLLA,1
199,TELESALUD HV,WARFARINA 2 MG ,3,COMPRIMIDO,30
110,HEMATOLOGIA CRONICOS,WARFARINA 2 MG ,3,COMPRIMIDO,20
109,HEMATOLOGIA PEDIATRICA,WARFARINA 2 MG ,3,COMPRIMIDO,20
84,ANTICOAGULADOS,WARFARINA 2 MG ,3,COMPRIMIDO,1
69,UNIDAD DE TRANSPLANTE,WARFARINA 2 MG ,3,COMPRIMIDO,1
55,CARDIOCIRUGIA,WARFARINA 2 MG ,3,COMPRIMIDO,1
12,CARDIOLOGIA,WARFARINA 2 MG ,3,COMPRIMIDO,20
11,CLINICA MEDICA,WARFARINA 2 MG ,3,COMPRIMIDO,20
5,CARDIOLOGIA PEDIATRICA,WARFARINA 2 MG ,3,COMPRIMIDO,20
2,HEMATOLOGIA,WARFARINA 2 MG ,3,COMPRIMIDO,20
46,HEMODINAMIA,WARFARINA 2 MG ,3,COMPRIMIDO,1
204,UNIDAD DE OBSTETRICIA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,3
86,NEUMOLOGIA PEDIATRICA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
56,NEUMOLOGIA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
52,SALUD REPRODUCTIVA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
43,OTORRINOLARINGOLOGIA PEDIATRICA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
34,GINECOLOGIA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
33,GINECO-OBSTETRICIA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
31,OBSTETRICIA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
22,OTORRINOLARINGOLOGIA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
21,UROLOGIA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
21,UROLOGIA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
11,CLINICA MEDICA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
2,HEMATOLOGIA,ETAMSILATO 250 MG (125 MG/ML) ,2,AMPOLLA,1
204,UNIDAD DE OBSTETRICIA,FITOMENADIONA/ VITAMINA K 1 MG/ML ,2,AMPOLLA,2
182,NUTRIOLOGIA PEDIATRICA,FITOMENADIONA/ VITAMINA K 1 MG/ML ,2,AMPOLLA,1
86,NEUMOLOGIA PEDIATRICA,FITOMENADIONA/ VITAMINA K 1 MG/ML ,2,AMPOLLA,1
77,NEONATOLOGIA,FITOMENADIONA/ VITAMINA K 1 MG/ML ,2,AMPOLLA,1
37,PEDIATRIA,FITOMENADIONA/ VITAMINA K 1 MG/ML ,2,AMPOLLA,1
34,GINECOLOGIA,FITOMENADIONA/ VITAMINA K 1 MG/ML ,2,AMPOLLA,1
33,GINECO-OBSTETRICIA,FITOMENADIONA/ VITAMINA K 1 MG/ML ,2,AMPOLLA,1
31,OBSTETRICIA,FITOMENADIONA/ VITAMINA K 1 MG/ML ,2,AMPOLLA,1
182,NUTRIOLOGIA PEDIATRICA,FITOMENADIONA/ VITAMINA K 10 MG/ML  ,2,AMPOLLA,1
160,CLIMATERIO,FITOMENADIONA/ VITAMINA K 10 MG/ML  ,2,AMPOLLA,1
21,UROLOGIA,FITOMENADIONA/ VITAMINA K 10 MG/ML  ,2,AMPOLLA,1
5,CARDIOLOGIA PEDIATRICA,FITOMENADIONA/ VITAMINA K 10 MG/ML  ,2,AMPOLLA,1
170,ESTUDIOS HEMODINAMIA ,FITOMENADIONA/ VITAMINA K 10 MG/ML  ,2,AMPOLLA,3
217,TRAUMATOLOGIA TUMORES,SULFATO FERROSO,3,UNIDAD,20
216,TRAUMATOLOGIA RODILLA,SULFATO FERROSO,3,UNIDAD,20
215,TRAUMATOLOGIA HOMBRO Y CODO,SULFATO FERROSO,3,UNIDAD,20
214,TRAUMATOLOGIA PIE Y TOBILLO,SULFATO FERROSO,3,UNIDAD,20
213,TRAUMATOLOGIA MANO Y ANTEBRAZO,SULFATO FERROSO,3,UNIDAD,20
212,TRAUMATOLOGIA CADERA,SULFATO FERROSO,3,UNIDAD,20
211,TRAUMATOLOGIA COLUMNA,SULFATO FERROSO,3,UNIDAD,20
204,UNIDAD DE OBSTETRICIA,SULFATO FERROSO,3,UNIDAD,20
182,NUTRIOLOGIA PEDIATRICA,SULFATO FERROSO,3,UNIDAD,20
181,NEURODESARROLLO ,SULFATO FERROSO,3,UNIDAD,20
160,CLIMATERIO,SULFATO FERROSO,3,UNIDAD,20
110,HEMATOLOGIA CRONICOS,SULFATO FERROSO,3,UNIDAD,20
109,HEMATOLOGIA PEDIATRICA,SULFATO FERROSO,3,UNIDAD,20
87,REUMATOLOGIA PEDIATRICA,SULFATO FERROSO,3,UNIDAD,20
86,NEUMOLOGIA PEDIATRICA,SULFATO FERROSO,3,UNIDAD,20
66,NEUROLOGIA PEDIATRICA,SULFATO FERROSO,3,UNIDAD,30
60,GASTROENTEROLOGIA PEDIATRICA,SULFATO FERROSO,3,UNIDAD,20
58,MASTOLOGIA,SULFATO FERROSO,3,UNIDAD,20
56,NEUMOLOGIA,SULFATO FERROSO,3,UNIDAD,20
49,ONCOLOGIA,SULFATO FERROSO,3,UNIDAD,20
37,PEDIATRIA,SULFATO FERROSO,3,UNIDAD,20
34,GINECOLOGIA,SULFATO FERROSO,3,UNIDAD,30
34,GINECOLOGIA,SULFATO FERROSO,3,UNIDAD,20
34,GINECOLOGIA,SULFATO FERROSO,3,UNIDAD,20
34,GINECOLOGIA,SULFATO FERROSO,3,UNIDAD,20
33,GINECO-OBSTETRICIA,SULFATO FERROSO,3,UNIDAD,30
31,OBSTETRICIA,SULFATO FERROSO,3,UNIDAD,20
22,OTORRINOLARINGOLOGIA,SULFATO FERROSO,3,UNIDAD,20
16,TRAUMATOLOGIA GENERAL,SULFATO FERROSO,3,UNIDAD,20
12,CARDIOLOGIA,SULFATO FERROSO,3,UNIDAD,20
11,CLINICA MEDICA,SULFATO FERROSO,3,UNIDAD,20
7,SIQUIATRIA,SULFATO FERROSO,3,UNIDAD,20
5,CARDIOLOGIA PEDIATRICA,SULFATO FERROSO,3,UNIDAD,20
4,ENDOCRINOLOGIA,SULFATO FERROSO,3,UNIDAD,20
3,NEUROLOGIA,SULFATO FERROSO,3,UNIDAD,20
2,HEMATOLOGIA,SULFATO FERROSO,3,UNIDAD,20
1,REUMATOLOGIA,SULFATO FERROSO,3,UNIDAD,20
177,PSIQUIATRIA INFANTIL,SULFATO FERROSO,3,UNIDAD,20
170,ESTUDIOS HEMODINAMIA ,SULFATO FERROSO,3,UNIDAD,30
204,UNIDAD DE OBSTETRICIA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
183,ONCOLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
182,NUTRIOLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
181,NEURODESARROLLO ,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
160,CLIMATERIO,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
139,INFECTOLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
110,HEMATOLOGIA CRONICOS,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
109,HEMATOLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
101,MEDICINA FAMILIAR,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
87,REUMATOLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
86,NEUMOLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
66,NEUROLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,2
60,GASTROENTEROLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
58,MASTOLOGIA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
50,NEFROLOGIA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
49,ONCOLOGIA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
42,DERMATOLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
11,CLINICA MEDICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
7,SIQUIATRIA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
6,NEFROLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
5,CARDIOLOGIA PEDIATRICA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
3,NEUROLOGIA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
2,HEMATOLOGIA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
1,REUMATOLOGIA,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
177,PSIQUIATRIA INFANTIL,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
170,ESTUDIOS HEMODINAMIA ,ANTIANEMICO + RECONSTITUYENTE + VITAMINICO  JARABE.,9,FRASCO,1
182,NUTRIOLOGIA PEDIATRICA,SULFATO FERROSO(CON O SIN VITAMINA C 30-125MG/ML SOLUCION.  ,8,FRASCO GOTERO,1
181,NEURODESARROLLO ,SULFATO FERROSO(CON O SIN VITAMINA C 30-125MG/ML SOLUCION.  ,8,FRASCO GOTERO,1
101,MEDICINA FAMILIAR,SULFATO FERROSO(CON O SIN VITAMINA C 30-125MG/ML SOLUCION.  ,8,FRASCO GOTERO,1
77,NEONATOLOGIA,SULFATO FERROSO(CON O SIN VITAMINA C 30-125MG/ML SOLUCION.  ,8,FRASCO GOTERO,1
69,UNIDAD DE TRANSPLANTE,SULFATO FERROSO(CON O SIN VITAMINA C 30-125MG/ML SOLUCION.  ,8,FRASCO GOTERO,1
50,NEFROLOGIA,SULFATO FERROSO(CON O SIN VITAMINA C 30-125MG/ML SOLUCION.  ,8,FRASCO GOTERO,1
47,INFECTOLOGIA,SULFATO FERROSO(CON O SIN VITAMINA C 30-125MG/ML SOLUCION.  ,8,FRASCO GOTERO,1
37,PEDIATRIA,SULFATO FERROSO(CON O SIN VITAMINA C 30-125MG/ML SOLUCION.  ,8,FRASCO GOTERO,1
34,GINECOLOGIA,SULFATO FERROSO(CON O SIN VITAMINA C 30-125MG/ML SOLUCION.  ,8,FRASCO GOTERO,1
6,NEFROLOGIA PEDIATRICA,SULFATO FERROSO(CON O SIN VITAMINA C 30-125MG/ML SOLUCION.  ,8,FRASCO GOTERO,1
110,HEMATOLOGIA CRONICOS,ERITROPOYETINA 4000 U.I.INYECTABLE,2,JERINGA PRELLENADA NO RETRAIBL,1
69,UNIDAD DE TRANSPLANTE,ERITROPOYETINA 4000 U.I.INYECTABLE,2,JERINGA PRELLENADA NO RETRAIBL,1
50,NEFROLOGIA,ERITROPOYETINA 4000 U.I.INYECTABLE,2,JERINGA PRELLENADA NO RETRAIBL,1
6,NEFROLOGIA PEDIATRICA,ERITROPOYETINA 4000 U.I.INYECTABLE,2,JERINGA PRELLENADA NO RETRAIBL,1
2,HEMATOLOGIA,ERITROPOYETINA 4000 U.I.INYECTABLE,2,JERINGA PRELLENADA NO RETRAIBL,1
2,HEMATOLOGIA,ERITROPOYETINA 4000 U.I.INYECTABLE,4,MILIGRAMO,1
109,HEMATOLOGIA PEDIATRICA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
69,UNIDAD DE TRANSPLANTE,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
55,CARDIOCIRUGIA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
51,ANESTESIOLOGIA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
50,NEFROLOGIA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
48,TERAPIA INTENSIVA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
27,CIRUGIA VASCULAR PERIFERICA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
12,CARDIOLOGIA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
6,NEFROLOGIA PEDIATRICA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
6,NEFROLOGIA PEDIATRICA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
5,CARDIOLOGIA PEDIATRICA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
2,HEMATOLOGIA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
46,HEMODINAMIA,PROTAMINA 1000 U.I. INYECTABLE.,2,AMPOLLA,1
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,FLUTAMIDA 250 MG.COMPRIMIDO/TABLETA,3,COMPRIMIDO,1
59,RADIOTERAPIA,FLUTAMIDA 250 MG.COMPRIMIDO/TABLETA,3,COMPRIMIDO,1
49,ONCOLOGIA,FLUTAMIDA 250 MG.COMPRIMIDO/TABLETA,3,COMPRIMIDO,10
21,UROLOGIA,FLUTAMIDA 250 MG.COMPRIMIDO/TABLETA,3,COMPRIMIDO,20
52,SALUD REPRODUCTIVA,ESTRADIOL VALERATO 2MG.COMPRIMIDO,3,COMPRIMIDO,20
34,GINECOLOGIA,ESTRADIOL VALERATO 2MG.COMPRIMIDO,3,COMPRIMIDO,20
33,GINECO-OBSTETRICIA,ESTRADIOL VALERATO 2MG.COMPRIMIDO,3,COMPRIMIDO,1
31,OBSTETRICIA,ESTRADIOL VALERATO 2MG.COMPRIMIDO,3,COMPRIMIDO,20
98,PLANIFICACION FAMILIAR,ESTRADIOL VALERATO 2MG.COMPRIMIDO,3,COMPRIMIDO,20
52,SALUD REPRODUCTIVA,"ESTRADIOL VALERIANATO+NORGESTREL 2 MG/0,5 MG",3,GRAGEAS,1
34,GINECOLOGIA,"ESTRADIOL VALERIANATO+NORGESTREL 2 MG/0,5 MG",3,GRAGEAS,20
33,GINECO-OBSTETRICIA,"ESTRADIOL VALERIANATO+NORGESTREL 2 MG/0,5 MG",3,GRAGEAS,1
31,OBSTETRICIA,"ESTRADIOL VALERIANATO+NORGESTREL 2 MG/0,5 MG",3,GRAGEAS,20
98,PLANIFICACION FAMILIAR,"ESTRADIOL VALERIANATO+NORGESTREL 2 MG/0,5 MG",3,GRAGEAS,20
160,CLIMATERIO,ENANTATO DE PROGEST+VALERATO DE ESTRADIOL 200MG+4MG INY.,2,AMPOLLA ,1
57,DIABETOLOGIA,ENANTATO DE PROGEST+VALERATO DE ESTRADIOL 200MG+4MG INY.,2,AMPOLLA ,1
44,ENDOCRINOLOGIA PEDIATRICA,ENANTATO DE PROGEST+VALERATO DE ESTRADIOL 200MG+4MG INY.,2,AMPOLLA ,1
34,GINECOLOGIA,ENANTATO DE PROGEST+VALERATO DE ESTRADIOL 200MG+4MG INY.,2,AMPOLLA ,1
33,GINECO-OBSTETRICIA,ENANTATO DE PROGEST+VALERATO DE ESTRADIOL 200MG+4MG INY.,2,AMPOLLA ,1
31,OBSTETRICIA,ENANTATO DE PROGEST+VALERATO DE ESTRADIOL 200MG+4MG INY.,2,AMPOLLA ,1
4,ENDOCRINOLOGIA,ENANTATO DE PROGEST+VALERATO DE ESTRADIOL 200MG+4MG INY.,2,AMPOLLA ,1
4,ENDOCRINOLOGIA,ENANTATO DE PROGEST+VALERATO DE ESTRADIOL 200MG+4MG INY.,2,AMPOLLA ,1
98,PLANIFICACION FAMILIAR,ENANTATO DE PROGEST+VALERATO DE ESTRADIOL 200MG+4MG INY.,2,AMPOLLA ,1
160,CLIMATERIO,"ETINILESTRADIOL+NORETISTERONA 0,01MG/2MG.",3,COMPRIMIDO RECUBIERTO,20
52,SALUD REPRODUCTIVA,"ETINILESTRADIOL+NORETISTERONA 0,01MG/2MG.",3,COMPRIMIDO RECUBIERTO,20
34,GINECOLOGIA,"ETINILESTRADIOL+NORETISTERONA 0,01MG/2MG.",3,COMPRIMIDO RECUBIERTO,20
33,GINECO-OBSTETRICIA,"ETINILESTRADIOL+NORETISTERONA 0,01MG/2MG.",3,COMPRIMIDO RECUBIERTO,1
31,OBSTETRICIA,"ETINILESTRADIOL+NORETISTERONA 0,01MG/2MG.",3,COMPRIMIDO RECUBIERTO,20
31,OBSTETRICIA,"ETINILESTRADIOL+NORETISTERONA 0,01MG/2MG.",3,COMPRIMIDO RECUBIERTO,20
98,PLANIFICACION FAMILIAR,"ETINILESTRADIOL+NORETISTERONA 0,01MG/2MG.",3,COMPRIMIDO RECUBIERTO,20
101,MEDICINA FAMILIAR,PROGESTERONA+BENZ.DE ESTRADIOL 60MG/12MG INY. ,2,AMPOLLA,1
52,SALUD REPRODUCTIVA,PROGESTERONA+BENZ.DE ESTRADIOL 60MG/12MG INY. ,2,AMPOLLA,1
34,GINECOLOGIA,PROGESTERONA+BENZ.DE ESTRADIOL 60MG/12MG INY. ,2,AMPOLLA,1
33,GINECO-OBSTETRICIA,PROGESTERONA+BENZ.DE ESTRADIOL 60MG/12MG INY. ,2,AMPOLLA,1
31,OBSTETRICIA,PROGESTERONA+BENZ.DE ESTRADIOL 60MG/12MG INY. ,2,AMPOLLA,1
98,PLANIFICACION FAMILIAR,PROGESTERONA+BENZ.DE ESTRADIOL 60MG/12MG INY. ,2,AMPOLLA,1
199,TELESALUD HV,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,30
101,MEDICINA FAMILIAR,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,30
89,GERIATRIA,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,20
77,NEONATOLOGIA,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,20
57,DIABETOLOGIA,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,20
44,ENDOCRINOLOGIA PEDIATRICA,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,20
37,PEDIATRIA,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,20
11,CLINICA MEDICA,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,1
5,CARDIOLOGIA PEDIATRICA,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,20
5,CARDIOLOGIA PEDIATRICA,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,20
4,ENDOCRINOLOGIA,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,1
4,ENDOCRINOLOGIA,LEVOTIROXINA SODICA 50 MCG.,3,COMPRIMIDO,20
199,TELESALUD HV,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,30
101,MEDICINA FAMILIAR,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,60
97,SALUD OCUPACIONAL,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,20
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,1
89,GERIATRIA,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,20
57,DIABETOLOGIA,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,20
44,ENDOCRINOLOGIA PEDIATRICA,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,20
34,GINECOLOGIA,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,20
33,GINECO-OBSTETRICIA,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,20
31,OBSTETRICIA,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,20
28,CIRUGIA GENERAL,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,20
11,CLINICA MEDICA,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,20
4,ENDOCRINOLOGIA,LEVOTIROXINA SODICA 100 MCG.,3,COMPRIMIDO,20
59,RADIOTERAPIA,MEDROXIPROGESTERONA 500 MG.CAPSULA.,3,CAPSULA,1
49,ONCOLOGIA,MEDROXIPROGESTERONA 500 MG.CAPSULA.,3,CAPSULA,20
34,GINECOLOGIA,MEDROXIPROGESTERONA 500 MG.CAPSULA.,3,CAPSULA,20
33,GINECO-OBSTETRICIA,MEDROXIPROGESTERONA 500 MG.CAPSULA.,3,CAPSULA,1
31,OBSTETRICIA,MEDROXIPROGESTERONA 500 MG.CAPSULA.,3,CAPSULA,20
4,ENDOCRINOLOGIA,MEDROXIPROGESTERONA 500 MG.CAPSULA.,3,CAPSULA,20
57,DIABETOLOGIA,PROPILTIOURACILO 50 MG.  ,3,COMPRIMIDO,20
44,ENDOCRINOLOGIA PEDIATRICA,PROPILTIOURACILO 50 MG.  ,3,COMPRIMIDO,1
28,CIRUGIA GENERAL,PROPILTIOURACILO 50 MG.  ,3,COMPRIMIDO,20
11,CLINICA MEDICA,PROPILTIOURACILO 50 MG.  ,3,COMPRIMIDO,1
4,ENDOCRINOLOGIA,PROPILTIOURACILO 50 MG.  ,3,COMPRIMIDO,20
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,GLIBENCLAMIDA 5 MG.COMP,3,COMPRIMIDO,20
