"COD_ESPEC","NM_ESPEC_MED","NM_PRODUTO","COD_APRES_PRD","NM_APRES_PRD","QTDE_DOSE"
109,HEMATOLOGIA PEDIATRICA,ACIDO TRANSRETINOICO 1OMG ,1,CAPSULA,20
2,HEMATOLOGIA,ACIDO TRANSRETINOICO 1OMG ,1,CAPSULA,1
87,REUMATOLOGIA PEDIATRICA,ACIDO ZOLEDRONICO 5MG INYECTABLE,1,AMPOLLA / FRASCO AMPOLLA,1
44,ENDOCRINOLOGIA PEDIATRICA,ACIDO ZOLEDRONICO 5MG INYECTABLE,1,AMPOLLA / FRASCO AMPOLLA,1
1,REUMATOLOGIA,ACIDO ZOLEDRONICO 5MG INYECTABLE,1,AMPOLLA / FRASCO AMPOLLA,1
170,ESTUDIOS HEMODINAMIA ,CARTICAINA CLORHIDRATO CON ADRENALINA 4%+1:100.000 INYECTABL,1,CARPULE/ TUBO AMPOLLA,1
109,HEMATOLOGIA PEDIATRICA,COMPLEJO PROTROMBINICO HUM(FACTOR IX-II-VII-X-PROTEINAS C-S),1,VIAL,1
183,ONCOLOGIA PEDIATRICA,NILOTINIB 150MG,1,CAPSULA ,20
110,HEMATOLOGIA CRONICOS,NILOTINIB 150MG,1,CAPSULA ,20
109,HEMATOLOGIA PEDIATRICA,NILOTINIB 150MG,1,CAPSULA ,20
49,ONCOLOGIA,NILOTINIB 150MG,1,CAPSULA ,20
2,HEMATOLOGIA,NILOTINIB 150MG,1,CAPSULA ,20
2,HEMATOLOGIA,NILOTINIB 150MG,1,CAPSULA ,20
110,HEMATOLOGIA CRONICOS,"PEGFILGRASTRIM 6MG/0,6ML INYECTABLE",1,JERINGA PRELLENADA,1
199,TELESALUD HV,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
101,MEDICINA FAMILIAR,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
89,GERIATRIA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
86,NEUMOLOGIA PEDIATRICA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
86,NEUMOLOGIA PEDIATRICA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
69,UNIDAD DE TRANSPLANTE,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
56,NEUMOLOGIA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
56,NEUMOLOGIA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
50,NEFROLOGIA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
43,OTORRINOLARINGOLOGIA PEDIATRICA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
22,OTORRINOLARINGOLOGIA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
12,CARDIOLOGIA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
11,CLINICA MEDICA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
9,ALERGIA E INMUNOLOGIA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
6,NEFROLOGIA PEDIATRICA,BR.DE IPRATROPIO ANH.+ BROMHI.DE FENOTEROL C/HIDRO FL.ALCANO,1,FRASCO C/ADAPTADOR BUCAL,1
199,TELESALUD HV,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,30
89,GERIATRIA,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,1
89,GERIATRIA,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,20
66,NEUROLOGIA PEDIATRICA,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,60
22,OTORRINOLARINGOLOGIA,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,1
11,CLINICA MEDICA,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,1
11,CLINICA MEDICA,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,20
7,SIQUIATRIA,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,20
7,SIQUIATRIA,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,1
7,SIQUIATRIA,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,20
3,NEUROLOGIA,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,1
177,PSIQUIATRIA INFANTIL,BETA HISTINA 24 MG,1,COMPRIMIDO RANURADO,20
7,SIQUIATRIA,LITIO CARBONATO 450 MG,1,COMPRIMIDO DE LIB.PROLONGADA,1
7,SIQUIATRIA,LITIO CARBONATO 450 MG,1,COMPRIMIDO DE LIB.PROLONGADA,20
177,PSIQUIATRIA INFANTIL,LITIO CARBONATO 450 MG,1,COMPRIMIDO DE LIB.PROLONGADA,20
199,TELESALUD HV,ACIDO VALPROICO 500 MG,1,UNIDAD,30
139,INFECTOLOGIA PEDIATRICA,ACIDO VALPROICO 500 MG,1,UNIDAD,20
101,MEDICINA FAMILIAR,ACIDO VALPROICO 500 MG,1,UNIDAD,1
89,GERIATRIA,ACIDO VALPROICO 500 MG,1,UNIDAD,1
66,NEUROLOGIA PEDIATRICA,ACIDO VALPROICO 500 MG,1,UNIDAD,100
47,INFECTOLOGIA,ACIDO VALPROICO 500 MG,1,UNIDAD,1
24,NEUROCIRUGIA,ACIDO VALPROICO 500 MG,1,UNIDAD,1
11,CLINICA MEDICA,ACIDO VALPROICO 500 MG,1,UNIDAD,1
7,SIQUIATRIA,ACIDO VALPROICO 500 MG,1,UNIDAD,1
3,NEUROLOGIA,ACIDO VALPROICO 500 MG,1,UNIDAD,1
177,PSIQUIATRIA INFANTIL,ACIDO VALPROICO 500 MG,1,UNIDAD,20
110,HEMATOLOGIA CRONICOS,LENALIDOMIDA 10 MG CAPSULA,1,CAPSULA-ORIGINAL,1
109,HEMATOLOGIA PEDIATRICA,LENALIDOMIDA 10 MG CAPSULA,1,CAPSULA-ORIGINAL,20
2,HEMATOLOGIA,LENALIDOMIDA 10 MG CAPSULA,1,CAPSULA-ORIGINAL,1
109,HEMATOLOGIA PEDIATRICA,LENALIDOMIDA 10 MG CAPSULA,2,CAPSULA - SIMILAR,20
55,CARDIOCIRUGIA,ACIDO TRANEXAMICO 250 MG/ 5ML INYECTABLE,1,AMPOLLA,1
55,CARDIOCIRUGIA,APROTININA 500.000 UI INYECTABLE,1,FRASCO AMPOLLA,1
31,OBSTETRICIA,ATOSIBAN 6.75 MG/0.9ML INYECTABLE,1,VIAL,1
31,OBSTETRICIA,ATOSIBAN 6.75 MG/0.9ML INYECTABLE,1,VIAL,1
69,UNIDAD DE TRANSPLANTE,BASILIXIMAB 20 MG INYECTABLE,1, VIAL ,1
50,NEFROLOGIA,BASILIXIMAB 20 MG INYECTABLE,1, VIAL ,1
6,NEFROLOGIA PEDIATRICA,BASILIXIMAB 20 MG INYECTABLE,1, VIAL ,1
48,TERAPIA INTENSIVA,BIAPENEM 300 MG INYECTABLE,1,AMPOLLA,1
47,INFECTOLOGIA,BIAPENEM 300 MG INYECTABLE,1,AMPOLLA,1
199,TELESALUD HV,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,30
183,ONCOLOGIA PEDIATRICA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,20
182,NUTRIOLOGIA PEDIATRICA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,20
110,HEMATOLOGIA CRONICOS,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,20
109,HEMATOLOGIA PEDIATRICA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
101,MEDICINA FAMILIAR,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
89,GERIATRIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
69,UNIDAD DE TRANSPLANTE,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
60,GASTROENTEROLOGIA PEDIATRICA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,20
59,RADIOTERAPIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
57,DIABETOLOGIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
57,DIABETOLOGIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,20
55,CARDIOCIRUGIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
50,NEFROLOGIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
44,ENDOCRINOLOGIA PEDIATRICA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
44,ENDOCRINOLOGIA PEDIATRICA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,20
22,OTORRINOLARINGOLOGIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,20
12,CARDIOLOGIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
11,CLINICA MEDICA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
10,GASTROENTEROLOGIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
6,NEFROLOGIA PEDIATRICA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,20
5,CARDIOLOGIA PEDIATRICA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,20
4,ENDOCRINOLOGIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
4,ENDOCRINOLOGIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,20
2,HEMATOLOGIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
46,HEMODINAMIA,CIPROFIBRATO 100 MG COMPRIMIDO,1,COMPRIMIDO / CAPSULA,1
51,ANESTESIOLOGIA,CISATRACURIO 5 MG INYECTABLE,1,AMPOLLA,1
28,CIRUGIA GENERAL,CISATRACURIO 5 MG INYECTABLE,1,AMPOLLA,1
89,GERIATRIA,CITICOLINA 1 GR SOLUCION ORAL ,1,SACHET BEBIBLE,1
89,GERIATRIA,CITICOLINA 1 GR SOLUCION ORAL ,1,SACHET BEBIBLE,1
66,NEUROLOGIA PEDIATRICA,CITICOLINA 1 GR SOLUCION ORAL ,1,SACHET BEBIBLE,30
24,NEUROCIRUGIA,CITICOLINA 1 GR SOLUCION ORAL ,1,SACHET BEBIBLE,1
22,OTORRINOLARINGOLOGIA,CITICOLINA 1 GR SOLUCION ORAL ,1,SACHET BEBIBLE,1
3,NEUROLOGIA,CITICOLINA 1 GR SOLUCION ORAL ,1,SACHET BEBIBLE,4
3,NEUROLOGIA,CITICOLINA 1 GR SOLUCION ORAL ,1,SACHET BEBIBLE,1
69,UNIDAD DE TRANSPLANTE,CITRATO DE POTASIO 1080 MG (10 MEQ) COMPRIMIDO,1,COMPRIMIDO,1
50,NEFROLOGIA,CITRATO DE POTASIO 1080 MG (10 MEQ) COMPRIMIDO,1,COMPRIMIDO,1
21,UROLOGIA,CITRATO DE POTASIO 1080 MG (10 MEQ) COMPRIMIDO,1,COMPRIMIDO,1
6,NEFROLOGIA PEDIATRICA,CITRATO DE POTASIO 1080 MG (10 MEQ) COMPRIMIDO,1,COMPRIMIDO,1
51,ANESTESIOLOGIA,DEXMEDETOMIDINA 200 MCG INYECTABLE,1,AMPOLLA POR 2 ML ,1
48,TERAPIA INTENSIVA,DEXMEDETOMIDINA 200 MCG INYECTABLE,1,AMPOLLA POR 2 ML ,1
89,GERIATRIA,ESOMEPRAZOL 40 MG INYECTABLE,1,FRASCO AMPOLLA + SOLVENTE ,1
69,UNIDAD DE TRANSPLANTE,ESOMEPRAZOL 40 MG INYECTABLE,1,FRASCO AMPOLLA + SOLVENTE ,1
47,INFECTOLOGIA,ESOMEPRAZOL 40 MG INYECTABLE,1,FRASCO AMPOLLA + SOLVENTE ,1
33,GINECO-OBSTETRICIA,ESOMEPRAZOL 40 MG INYECTABLE,1,FRASCO AMPOLLA + SOLVENTE ,1
29,PROCTOLOGIA,ESOMEPRAZOL 40 MG INYECTABLE,1,FRASCO AMPOLLA + SOLVENTE ,1
24,NEUROCIRUGIA,ESOMEPRAZOL 40 MG INYECTABLE,1,FRASCO AMPOLLA + SOLVENTE ,1
8,DERMATOLOGIA,ESOMEPRAZOL 40 MG INYECTABLE,1,FRASCO AMPOLLA + SOLVENTE ,1
87,REUMATOLOGIA PEDIATRICA,ETANERCEPT 25 MG INYECTABLE,1,JERINGA PRELLENADA,1
69,UNIDAD DE TRANSPLANTE,"EVEROLIMUS 0,25 MG COMPRIMIDO",1,COMPRIMIDO,1
49,ONCOLOGIA,"EVEROLIMUS 0,25 MG COMPRIMIDO",1,COMPRIMIDO,1
183,ONCOLOGIA PEDIATRICA,EVEROLIMUS 5 MG COMPRIMIDO,1,COMPRIMIDO,20
109,HEMATOLOGIA PEDIATRICA,EVEROLIMUS 5 MG COMPRIMIDO,1,COMPRIMIDO,20
66,NEUROLOGIA PEDIATRICA,EVEROLIMUS 5 MG COMPRIMIDO,1,COMPRIMIDO,140
50,NEFROLOGIA,EVEROLIMUS 5 MG COMPRIMIDO,1,COMPRIMIDO,1
49,ONCOLOGIA,EVEROLIMUS 5 MG COMPRIMIDO,1,COMPRIMIDO,1
6,NEFROLOGIA PEDIATRICA,EVEROLIMUS 5 MG COMPRIMIDO,1,COMPRIMIDO,20
2,HEMATOLOGIA,EVEROLIMUS 5 MG COMPRIMIDO,1,COMPRIMIDO,1
89,GERIATRIA,GALANTAMINA 8 MG CAPSULA,1,CAPSULA,1
66,NEUROLOGIA PEDIATRICA,GALANTAMINA 8 MG CAPSULA,1,CAPSULA,60
3,NEUROLOGIA,GALANTAMINA 8 MG CAPSULA,1,CAPSULA,1
217,TRAUMATOLOGIA TUMORES,GLUCOSAMINA SULFATO + MELOXICAN 1500 MG + 15 MG POLVO,1,SOBRE,1
216,TRAUMATOLOGIA RODILLA,GLUCOSAMINA SULFATO + MELOXICAN 1500 MG + 15 MG POLVO,1,SOBRE,1
215,TRAUMATOLOGIA HOMBRO Y CODO,GLUCOSAMINA SULFATO + MELOXICAN 1500 MG + 15 MG POLVO,1,SOBRE,1
214,TRAUMATOLOGIA PIE Y TOBILLO,GLUCOSAMINA SULFATO + MELOXICAN 1500 MG + 15 MG POLVO,1,SOBRE,1
213,TRAUMATOLOGIA MANO Y ANTEBRAZO,GLUCOSAMINA SULFATO + MELOXICAN 1500 MG + 15 MG POLVO,1,SOBRE,1
212,TRAUMATOLOGIA CADERA,GLUCOSAMINA SULFATO + MELOXICAN 1500 MG + 15 MG POLVO,1,SOBRE,1
211,TRAUMATOLOGIA COLUMNA,GLUCOSAMINA SULFATO + MELOXICAN 1500 MG + 15 MG POLVO,1,SOBRE,1
16,TRAUMATOLOGIA GENERAL,GLUCOSAMINA SULFATO + MELOXICAN 1500 MG + 15 MG POLVO,1,SOBRE,1
1,REUMATOLOGIA,GLUCOSAMINA SULFATO + MELOXICAN 1500 MG + 15 MG POLVO,1,SOBRE,1
1,REUMATOLOGIA,GLUCOSAMINA SULFATO + MELOXICAN 1500 MG + 15 MG POLVO,1,SOBRE,20
69,UNIDAD DE TRANSPLANTE,ILOPROST AMPOLLA NEBULIZACION,1,AMPOLLA 20MCG/2ML,1
56,NEUMOLOGIA,ILOPROST AMPOLLA NEBULIZACION,1,AMPOLLA 20MCG/2ML,1
5,CARDIOLOGIA PEDIATRICA,ILOPROST AMPOLLA NEBULIZACION,1,AMPOLLA 20MCG/2ML,1
46,HEMODINAMIA,ILOPROST AMPOLLA NEBULIZACION,1,AMPOLLA 20MCG/2ML,1
110,HEMATOLOGIA CRONICOS,LENALIDOMIDA 25 MG CAPSULA,1,CAPSULA - ORIGINAL,1
109,HEMATOLOGIA PEDIATRICA,LENALIDOMIDA 25 MG CAPSULA,1,CAPSULA - ORIGINAL,20
2,HEMATOLOGIA,LENALIDOMIDA 25 MG CAPSULA,1,CAPSULA - ORIGINAL,1
2,HEMATOLOGIA,LENALIDOMIDA 25 MG CAPSULA,1,CAPSULA - ORIGINAL,1
109,HEMATOLOGIA PEDIATRICA,LENALIDOMIDA 25 MG CAPSULA,2,CAPSULA - SIMILAR,20
183,ONCOLOGIA PEDIATRICA,L-MALEATO DE SUNITINIB 25 MG CAPSULAS,1,CAPSULA,20
49,ONCOLOGIA,L-MALEATO DE SUNITINIB 25 MG CAPSULAS,1,CAPSULA,1
49,ONCOLOGIA,L-MALEATO DE SUNITINIB 25 MG CAPSULAS,1,CAPSULA,2
57,DIABETOLOGIA,METFORMINA 1000 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
44,ENDOCRINOLOGIA PEDIATRICA,METFORMINA 1000 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
4,ENDOCRINOLOGIA,METFORMINA 1000 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
4,ENDOCRINOLOGIA,METFORMINA 1000 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
199,TELESALUD HV,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,30
101,MEDICINA FAMILIAR,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
89,GERIATRIA,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
69,UNIDAD DE TRANSPLANTE,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
69,UNIDAD DE TRANSPLANTE,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
66,NEUROLOGIA PEDIATRICA,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,30
55,CARDIOCIRUGIA,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
50,NEFROLOGIA,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,20
12,CARDIOLOGIA,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
11,CLINICA MEDICA,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
11,CLINICA MEDICA,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,20
5,CARDIOLOGIA PEDIATRICA,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,20
3,NEUROLOGIA,NEBIVOLOL 5 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
199,TELESALUD HV,QUETIAPINA 100 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,30
89,GERIATRIA,QUETIAPINA 100 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
66,NEUROLOGIA PEDIATRICA,QUETIAPINA 100 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,60
11,CLINICA MEDICA,QUETIAPINA 100 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
7,SIQUIATRIA,QUETIAPINA 100 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
3,NEUROLOGIA,QUETIAPINA 100 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,1
177,PSIQUIATRIA INFANTIL,QUETIAPINA 100 MG COMPRIMIDO,1,COMPRIMIDO RANURADO,20
51,ANESTESIOLOGIA,REMIFENTANILO 5 MG INYECTABLE,1,AMPOLLA,1
28,CIRUGIA GENERAL,REMIFENTANILO 5 MG INYECTABLE,1,AMPOLLA,1
69,UNIDAD DE TRANSPLANTE,SEVELAMER CLORHIDRATO 800 MG COMPRIMIDO,1,COMPRIMIDO,1
50,NEFROLOGIA,SEVELAMER CLORHIDRATO 800 MG COMPRIMIDO,1,COMPRIMIDO,1
6,NEFROLOGIA PEDIATRICA,SEVELAMER CLORHIDRATO 800 MG COMPRIMIDO,1,COMPRIMIDO,1
86,NEUMOLOGIA PEDIATRICA,SILDENAFIL 50 MG COMPRIMIDO,1,COMPRIMIDO,20
69,UNIDAD DE TRANSPLANTE,SILDENAFIL 50 MG COMPRIMIDO,1,COMPRIMIDO,1
56,NEUMOLOGIA,SILDENAFIL 50 MG COMPRIMIDO,1,COMPRIMIDO,1
56,NEUMOLOGIA,SILDENAFIL 50 MG COMPRIMIDO,1,COMPRIMIDO,20
5,CARDIOLOGIA PEDIATRICA,SILDENAFIL 50 MG COMPRIMIDO,1,COMPRIMIDO,20
110,HEMATOLOGIA CRONICOS,SIROLIMUS 1 MG COMPRIMIDO,1,COMPRIMIDO RECUBIERTO,1
109,HEMATOLOGIA PEDIATRICA,SIROLIMUS 1 MG COMPRIMIDO,1,COMPRIMIDO RECUBIERTO,1
85,CIRUGIA PEDIATRICA,SIROLIMUS 1 MG COMPRIMIDO,1,COMPRIMIDO RECUBIERTO,20
69,UNIDAD DE TRANSPLANTE,SIROLIMUS 1 MG COMPRIMIDO,1,COMPRIMIDO RECUBIERTO,1
56,NEUMOLOGIA,SIROLIMUS 1 MG COMPRIMIDO,1,COMPRIMIDO RECUBIERTO,120
50,NEFROLOGIA,SIROLIMUS 1 MG COMPRIMIDO,1,COMPRIMIDO RECUBIERTO,1
6,NEFROLOGIA PEDIATRICA,SIROLIMUS 1 MG COMPRIMIDO,1,COMPRIMIDO RECUBIERTO,1
2,HEMATOLOGIA,SIROLIMUS 1 MG COMPRIMIDO,1,COMPRIMIDO RECUBIERTO,1
199,TELESALUD HV,SITAGLIPTINA 100 MG,1,COMPRIMIDO RECUBIERTO,30
57,DIABETOLOGIA,SITAGLIPTINA 100 MG,1,COMPRIMIDO RECUBIERTO,1
57,DIABETOLOGIA,SITAGLIPTINA 100 MG,1,COMPRIMIDO RECUBIERTO,20
57,DIABETOLOGIA,SITAGLIPTINA 100 MG,1,COMPRIMIDO RECUBIERTO,20
44,ENDOCRINOLOGIA PEDIATRICA,SITAGLIPTINA 100 MG,1,COMPRIMIDO RECUBIERTO,1
4,ENDOCRINOLOGIA,SITAGLIPTINA 100 MG,1,COMPRIMIDO RECUBIERTO,1
166,UNIDAD DE TERAPIA INTERMEDIA ADULTO,TERLIPRESINA ACETATO 1 MG INYECTABLE,1,AMPOLLA SOLVENTE,1
60,GASTROENTEROLOGIA PEDIATRICA,TERLIPRESINA ACETATO 1 MG INYECTABLE,1,AMPOLLA SOLVENTE,20
48,TERAPIA INTENSIVA,TERLIPRESINA ACETATO 1 MG INYECTABLE,1,AMPOLLA SOLVENTE,1
28,CIRUGIA GENERAL,TERLIPRESINA ACETATO 1 MG INYECTABLE,1,AMPOLLA SOLVENTE,1
10,GASTROENTEROLOGIA,TERLIPRESINA ACETATO 1 MG INYECTABLE,1,AMPOLLA SOLVENTE,1
75,RECETAS POR RESOLUCION,TOXINA CLOSTRIDIUM BOTULINICA TIPO A  (CEPA CBFC 26) 100 UI ,1,AMPOLLA LIOFILIZADA,1
34,GINECOLOGIA,LAXANTE OSM FOSF.NA MONOB/BIBAS.DIOCTILSULFOSUCCINATO NA+SOR,1,FRASCO DE 133 ML SOL. DESC.,1
31,OBSTETRICIA,LAXANTE OSM FOSF.NA MONOB/BIBAS.DIOCTILSULFOSUCCINATO NA+SOR,1,FRASCO DE 133 ML SOL. DESC.,1
29,PROCTOLOGIA,LAXANTE OSM FOSF.NA MONOB/BIBAS.DIOCTILSULFOSUCCINATO NA+SOR,1,FRASCO DE 133 ML SOL. DESC.,1
28,CIRUGIA GENERAL,LAXANTE OSM FOSF.NA MONOB/BIBAS.DIOCTILSULFOSUCCINATO NA+SOR,1,FRASCO DE 133 ML SOL. DESC.,1
10,GASTROENTEROLOGIA,LAXANTE OSM FOSF.NA MONOB/BIBAS.DIOCTILSULFOSUCCINATO NA+SOR,1,FRASCO DE 133 ML SOL. DESC.,1
72,RADIOLOGIA,LAXANTE OSM FOSF.NA MONOB/BIBAS.DIOCTILSULFOSUCCINATO NA+SOR,1,FRASCO DE 133 ML SOL. DESC.,1
56,NEUMOLOGIA,PVC 13 VACUNA NEUMOCOCICA CONJUGADA 13 VALENTE INYECTABLE,1,JERINGA PRELLENADA 0.5 ML,1
47,INFECTOLOGIA,PVC 13 VACUNA NEUMOCOCICA CONJUGADA 13 VALENTE INYECTABLE,1,JERINGA PRELLENADA 0.5 ML,1
37,PEDIATRIA,PVC 13 VACUNA NEUMOCOCICA CONJUGADA 13 VALENTE INYECTABLE,1,JERINGA PRELLENADA 0.5 ML,1
183,ONCOLOGIA PEDIATRICA,"LEUPROLIDE (LEUPRORELINA 22,5 MG) INYECTABLE",1,VIAL+SOLVENTE/JER. PRELLENADA,1
58,MASTOLOGIA,"LEUPROLIDE (LEUPRORELINA 22,5 MG) INYECTABLE",1,VIAL+SOLVENTE/JER. PRELLENADA,1
49,ONCOLOGIA,"LEUPROLIDE (LEUPRORELINA 22,5 MG) INYECTABLE",1,VIAL+SOLVENTE/JER. PRELLENADA,1
21,UROLOGIA,"LEUPROLIDE (LEUPRORELINA 22,5 MG) INYECTABLE",1,VIAL+SOLVENTE/JER. PRELLENADA,1
139,INFECTOLOGIA PEDIATRICA,MEROPENEN 1 G,1,VIAL,1
23,URGENCIAS CLINICA MEDICA,MEROPENEN 1 G,1,VIAL,1
23,URGENCIAS CLINICA MEDICA,MEROPENEN 1 G,1,VIAL,1
14,URGENCIAS PEDIATRICAS,MEROPENEN 1 G,1,VIAL,1
89,GERIATRIA,"PRAMIPEXOL 1,5 MG COMPRIMIDO  ",1,COMPRIMIDO DE LIBERA PROLONGAD,20
66,NEUROLOGIA PEDIATRICA,"PRAMIPEXOL 1,5 MG COMPRIMIDO  ",1,COMPRIMIDO DE LIBERA PROLONGAD,70
7,SIQUIATRIA,"PRAMIPEXOL 1,5 MG COMPRIMIDO  ",1,COMPRIMIDO DE LIBERA PROLONGAD,20
7,SIQUIATRIA,"PRAMIPEXOL 1,5 MG COMPRIMIDO  ",1,COMPRIMIDO DE LIBERA PROLONGAD,1
3,NEUROLOGIA,"PRAMIPEXOL 1,5 MG COMPRIMIDO  ",1,COMPRIMIDO DE LIBERA PROLONGAD,1
3,NEUROLOGIA,"PRAMIPEXOL 1,5 MG COMPRIMIDO  ",1,COMPRIMIDO DE LIBERA PROLONGAD,20
